ensgene,SRR923920,SRR923921,SRR923923,SRR923924,SRR923925,SRR923927,SRR923926,SRR923929,SRR923928,SRR923930,SRR923931,SRR923933,SRR923932
ENSG00000175329,63,25,8,29,23,89,63,31,11,37,2,58,36
ENSG00000175334,3107,2432,2873,3271,2567,3379,2569,3504,3053,3107,2367,2829,2672
ENSG00000175336,138,48,40,255,19,17,160,5,3,0,11,6,0
ENSG00000175344,18,116,205,3,47,50,81,128,240,179,124,280,147
ENSG00000175348,1091,791,1101,648,1389,885,1415,645,626,856,910,967,1209
ENSG00000175352,17,114,24,23,22,83,36,49,239,41,64,41,64
ENSG00000175354,937,921,989,1134,1271,1328,1016,1333,1336,1011,1263,1108,1151
ENSG00000175356,92,2638,3761,415,4075,967,2972,1338,1662,3983,3917,4157,8310
ENSG00000175376,531,754,831,794,580,535,625,871,631,617,830,651,614
ENSG00000175387,1132,1139,1840,1503,1735,1302,1538,1538,1382,1584,2031,1787,1905
ENSG00000175390,5791,5011,4986,6691,5679,6374,7674,5594,5436,5465,6579,7268,5563
ENSG00000175395,414,325,446,285,428,483,356,496,437,335,629,541,465
ENSG00000175398,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175414,252,274,341,263,425,294,350,483,385,480,616,768,673
ENSG00000175416,1278,1638,1189,1654,1552,1341,1530,1323,1148,1084,1784,1281,1014
ENSG00000175426,22,16,30,29,24,23,14,40,22,67,81,40,60
ENSG00000175445,92,57,56,29,86,227,53,31,33,28,17,38,54
ENSG00000175449,30,55,60,80,46,21,66,36,34,48,90,49,44
ENSG00000175455,1207,1195,1015,1615,967,1441,1110,1118,1188,1030,1395,1216,1237
ENSG00000175463,154,783,106,249,146,243,397,300,817,97,311,236,289
ENSG00000175467,1045,1500,1171,1321,1316,1114,1863,1824,1768,1268,1500,1713,1641
ENSG00000175470,1894,1568,1780,1292,1868,1252,2044,1610,1095,1112,1528,1257,1429
ENSG00000175471,105,108,51,77,158,135,124,48,85,44,77,117,81
ENSG00000175482,4143,2404,2190,2621,2431,2739,3024,1590,1961,1295,1735,1185,1259
ENSG00000175485,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000175489,90,193,26,84,123,275,102,70,103,18,71,38,54
ENSG00000175497,0,3,3,0,0,1,11,0,0,0,3,2,0
ENSG00000175505,206,310,132,284,102,181,144,318,315,158,218,229,179
ENSG00000175509,3,8,13,0,2,9,3,20,1,10,1,0,6
ENSG00000175513,0,0,0,0,3,0,0,0,0,0,0,0,2
ENSG00000175514,3,5,7,22,2,0,7,0,3,1,0,1,0
ENSG00000175518,72,52,80,115,9,183,55,111,46,27,133,45,44
ENSG00000175520,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175535,0,20,0,0,0,0,3,0,2,0,0,0,0
ENSG00000175536,102,55,63,102,70,144,88,111,73,63,74,70,40
ENSG00000175538,170,101,179,270,95,198,137,301,71,250,295,223,90
ENSG00000175544,104,179,92,272,130,57,204,106,79,111,60,59,50
ENSG00000175548,118,138,205,144,130,125,177,91,83,124,141,119,123
ENSG00000175550,1798,1744,1558,1924,1273,1495,1333,1556,1614,1060,1440,1117,928
ENSG00000175556,7,10,26,5,53,50,22,64,66,41,65,97,52
ENSG00000175564,97,136,88,141,75,53,129,163,187,105,115,107,99
ENSG00000175567,1248,2904,809,740,1055,2070,2053,1016,2904,686,832,496,580
ENSG00000175573,1649,1905,1875,1890,1495,2299,1702,2364,1776,2002,2452,1556,1536
ENSG00000175575,831,717,990,1034,933,1031,1120,1169,665,846,1019,976,953
ENSG00000175581,1160,787,944,979,1028,1169,1172,852,941,808,946,684,781
ENSG00000175582,3887,2960,5570,2957,3979,3405,3840,3225,2991,3219,3990,2587,2791
ENSG00000175591,6,60,102,24,81,9,69,149,28,180,320,219,88
ENSG00000175592,28,29,15,90,5,17,42,34,75,67,40,63,35
ENSG00000175595,351,253,314,252,379,368,327,222,184,234,304,363,296
ENSG00000175600,225,50,27,94,43,152,66,95,60,39,78,75,96
ENSG00000175602,74,61,69,134,227,68,349,59,78,101,173,265,352
ENSG00000175604,8,16,8,28,17,5,35,19,29,4,16,51,41
ENSG00000175606,510,455,444,405,757,500,736,411,378,142,341,351,418
ENSG00000175611,209,261,281,245,574,363,432,275,389,297,506,598,474
ENSG00000175619,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175634,1671,1805,1638,2050,1226,1110,1708,1387,990,882,1364,895,1034
ENSG00000175643,118,187,35,90,116,105,123,56,150,8,73,99,141
ENSG00000175646,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175658,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175662,5229,5522,7981,5412,3717,4008,5533,4932,3275,3261,5830,2840,3971
ENSG00000175664,0,0,7,21,11,0,1,1,0,0,2,18,14
ENSG00000175676,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000175691,62,97,111,128,148,105,295,121,91,228,97,228,225
ENSG00000175697,7,6,30,7,21,6,6,30,31,1,42,20,20
ENSG00000175699,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175701,95,239,303,466,307,70,331,226,69,220,375,288,215
ENSG00000175707,463,477,587,787,581,416,521,378,259,544,399,330,337
ENSG00000175711,491,720,412,972,683,490,597,829,773,412,608,606,701
ENSG00000175718,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175727,2029,4858,3130,3930,3194,3124,2927,6976,4510,4029,5374,4750,5591
ENSG00000175728,0,0,3,0,0,0,0,0,0,0,0,0,1
ENSG00000175730,23,27,37,34,42,30,29,35,24,21,17,45,33
ENSG00000175741,233,162,264,225,152,122,163,114,115,173,192,114,77
ENSG00000175745,1681,3149,2037,2198,2164,3423,2407,6250,4386,3052,6734,5423,5791
ENSG00000175746,0,0,0,0,0,0,1,0,0,0,0,3,0
ENSG00000175749,0,1,0,10,0,4,4,8,5,1,0,7,10
ENSG00000175756,1646,1057,1055,1679,1347,1471,1949,1051,925,803,939,1090,910
ENSG00000175764,97,102,134,82,70,64,117,140,89,105,157,104,100
ENSG00000175766,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175768,2547,1335,1909,2260,2181,1873,2196,1455,1152,1320,1497,1454,1282
ENSG00000175772,247,418,405,203,390,250,637,544,209,270,419,519,710
ENSG00000175773,35,34,35,66,15,49,40,24,11,38,45,41,20
ENSG00000175779,5,4,2,0,0,0,1,7,1,0,0,5,0
ENSG00000175782,543,616,747,522,724,742,699,621,748,745,919,960,915
ENSG00000175785,19,220,326,78,230,228,157,818,315,403,660,327,584
ENSG00000175787,100,159,137,91,93,172,114,184,140,181,242,151,121
ENSG00000175792,2108,1851,2342,2787,1075,1540,1632,1400,1073,1034,1486,1051,788
ENSG00000175793,1783,1714,4756,2087,1741,814,2796,2206,691,1583,2321,1719,1148
ENSG00000175800,2,3,15,0,3,0,9,12,0,15,8,17,9
ENSG00000175806,204,180,299,294,352,120,291,294,176,159,232,310,277
ENSG00000175809,0,7,0,0,0,0,3,2,0,0,0,0,0
ENSG00000175820,5,1,0,0,0,0,5,2,0,15,2,2,3
ENSG00000175826,2677,3073,2783,1680,2735,2622,3065,3378,2805,2827,2781,3031,2803
ENSG00000175832,107,109,75,60,85,54,50,182,91,183,217,93,107
ENSG00000175841,0,4,0,0,0,0,0,1,0,0,3,0,0
ENSG00000175854,1071,476,554,750,888,880,1058,674,625,377,505,628,505
ENSG00000175857,143,227,60,132,172,128,121,87,496,79,313,46,61
ENSG00000175866,4488,2974,4011,3007,3296,2846,5442,1996,1625,1536,1754,1833,1770
ENSG00000175868,3,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000175874,8,0,8,3,10,0,0,3,0,33,3,0,1
ENSG00000175877,0,0,0,1,0,0,1,2,0,7,2,0,0
ENSG00000175879,160,130,177,83,152,205,105,88,99,140,95,154,160
ENSG00000175886,1040,682,839,1109,929,1402,757,836,758,774,743,872,754
ENSG00000175893,655,477,595,662,895,388,632,407,498,453,521,714,607
ENSG00000175894,0,30,4,13,2,0,11,11,16,0,20,5,19
ENSG00000175895,197,382,337,289,306,189,402,328,408,633,647,697,585
ENSG00000175899,22342,43781,21271,18725,19508,34200,31255,48752,52659,20853,38255,31564,30574
ENSG00000175906,86,197,191,43,175,173,146,276,185,192,411,424,335
ENSG00000175920,3,25,10,49,49,9,140,22,29,136,78,56,112
ENSG00000175928,971,206,715,1074,886,4728,297,1049,255,1894,716,388,809
ENSG00000175931,1071,1401,1432,1738,837,811,1422,1536,915,951,1318,1234,1143
ENSG00000175938,2720,1654,1758,1074,1086,1736,1597,1576,1227,1345,1884,1227,1120
ENSG00000175946,0,30,6,12,0,0,3,7,8,19,32,0,0
ENSG00000175967,0,0,1,1,3,0,3,3,0,12,3,31,12
ENSG00000175970,1184,1581,2247,1735,1652,1263,2059,1447,1005,1478,2151,1789,2088
ENSG00000175984,80,103,139,68,140,141,137,214,75,326,285,368,189
ENSG00000175985,13,22,0,12,12,15,47,25,13,3,17,6,10
ENSG00000176007,4,0,0,0,3,0,0,5,0,0,0,0,0
ENSG00000176009,2,0,0,0,0,7,0,0,0,4,8,5,0
ENSG00000176014,1405,2411,2693,1826,2798,2000,2103,3018,2152,2372,3262,2812,3097
ENSG00000176018,89,142,420,115,362,163,264,103,161,222,176,234,302
ENSG00000176020,134,251,429,180,153,86,219,138,132,364,190,140,205
ENSG00000176022,695,609,415,710,458,566,542,594,545,449,415,349,353
ENSG00000176024,1245,638,1277,1747,1749,686,1544,454,244,513,711,279,487
ENSG00000176029,7,8,2,5,0,0,4,2,9,2,4,0,0
ENSG00000176040,0,4,0,0,0,0,4,4,0,2,15,3,11
ENSG00000176043,0,1,1,11,1,0,1,3,2,0,0,0,2
ENSG00000176046,24494,8489,6775,7522,5277,12790,6376,5909,5601,4129,5339,4047,3196
ENSG00000176049,0,40,26,6,23,50,46,26,68,57,99,34,31
ENSG00000176054,22,5,22,2,15,16,24,8,8,17,24,5,26
ENSG00000176055,102,105,171,169,188,178,140,198,77,304,296,243,240
ENSG00000176058,536,871,591,576,668,471,785,628,357,279,426,437,392
ENSG00000176075,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176076,3,0,9,6,0,4,3,11,15,3,50,12,11
ENSG00000176083,19,192,81,35,41,37,100,87,172,106,160,204,82
ENSG00000176087,3788,3662,4499,3931,2757,2704,3945,3715,2087,2798,3634,2073,2279
ENSG00000176092,10,60,0,7,46,0,38,40,51,72,119,160,38
ENSG00000176095,1347,2095,2102,1860,1663,1325,2088,1825,1348,1938,2182,1966,1887
ENSG00000176101,1687,1250,1795,1349,1203,1201,1438,1248,1082,782,1184,718,676
ENSG00000176102,714,631,709,668,782,562,746,658,612,396,694,609,711
ENSG00000176105,277,324,679,393,745,282,612,281,264,333,449,614,626
ENSG00000176108,353,629,533,592,493,379,600,383,309,498,547,418,328
ENSG00000176115,1,6,3,1,2,2,2,9,2,0,0,0,5
ENSG00000176124,116,156,163,143,243,175,191,194,160,145,231,247,204
ENSG00000176125,72,32,44,125,95,78,39,16,39,42,22,33,29
ENSG00000176134,0,1,3,1,2,3,1,0,1,0,2,2,1
ENSG00000176136,2,0,0,0,3,2,2,0,0,0,0,0,0
ENSG00000176142,1403,1109,1550,1284,1129,1141,1243,995,942,933,1181,924,961
ENSG00000176148,290,268,237,250,250,197,257,249,308,247,345,289,264
ENSG00000176153,12,89,137,106,423,166,286,489,130,1007,1513,590,88
ENSG00000176155,1597,2239,1516,2755,1419,1035,1739,2481,1279,1139,1705,1453,1365
ENSG00000176160,2,3,3,0,0,1,2,1,3,26,6,2,6
ENSG00000176165,33,9,0,0,0,2,0,0,0,0,4,0,0
ENSG00000176170,175,175,90,208,61,191,138,134,139,88,133,163,157
ENSG00000176171,4645,1147,4331,1534,2060,1989,3319,1441,908,1784,1602,1001,1426
ENSG00000176177,9,15,0,3,0,0,3,2,9,0,5,2,0
ENSG00000176182,112,183,141,158,90,156,148,213,165,153,214,123,138
ENSG00000176183,0,0,0,1,0,0,0,1,0,1,0,0,0
ENSG00000176194,0,4,0,0,3,0,6,0,1,9,22,10,2
ENSG00000176198,2,1,2,0,0,0,0,0,0,0,1,9,0
ENSG00000176200,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176204,827,249,14,6,17,255,28,11,69,68,22,16,10
ENSG00000176208,71,128,79,66,152,145,142,155,196,201,179,254,198
ENSG00000176209,1033,952,606,560,703,995,795,653,814,570,778,947,745
ENSG00000176219,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176222,391,137,216,218,349,315,215,198,270,124,197,180,326
ENSG00000176225,132,103,141,102,137,170,90,153,162,171,366,153,265
ENSG00000176230,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176231,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176232,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176236,5,11,7,25,13,5,16,3,5,34,9,11,0
ENSG00000176239,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176243,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176244,9,24,8,7,0,2,21,8,9,0,8,10,12
ENSG00000176246,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176248,631,1617,1413,1738,1085,677,1755,1571,993,1161,1436,1517,1518
ENSG00000176253,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176256,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176261,753,595,689,683,957,764,891,631,629,608,564,639,675
ENSG00000176268,3,7,11,2,39,15,18,12,6,13,8,40,32
ENSG00000176269,0,0,0,0,0,3,0,2,0,0,8,0,1
ENSG00000176273,60,123,131,203,77,98,79,86,103,127,252,94,124
ENSG00000176281,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176289,43,110,53,48,80,55,72,224,180,109,43,73,139
ENSG00000176290,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176293,715,1133,1083,1197,822,918,1188,1368,930,1209,1708,1466,1385
ENSG00000176294,5,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000176299,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176302,0,0,0,3,0,5,1,2,4,0,0,0,4
ENSG00000176312,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176318,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000176320,6,0,1,2,1,2,2,1,5,0,0,0,0
ENSG00000176340,3684,4558,4928,4967,2958,2640,4300,2036,2003,2871,4099,1543,1302
ENSG00000176343,0,0,1,12,1,1,2,0,0,0,0,4,0
ENSG00000176349,0,3,0,0,5,0,0,0,0,0,2,0,0
ENSG00000176358,2,12,14,14,2,5,12,15,8,2,17,3,9
ENSG00000176371,367,503,449,514,450,343,607,547,391,286,676,424,477
ENSG00000176378,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176381,26,6,9,23,11,11,14,11,0,21,24,13,12
ENSG00000176383,969,639,680,1039,733,709,956,823,637,461,841,689,674
ENSG00000176386,186,120,215,144,360,271,281,221,131,209,219,280,322
ENSG00000176387,236,439,495,540,319,136,382,446,231,1089,756,274,229
ENSG00000176390,346,531,362,513,386,360,352,571,620,383,591,465,514
ENSG00000176393,2436,2327,2483,3185,2527,1690,3063,2447,1850,1695,2463,2107,1927
ENSG00000176396,218,147,258,259,446,202,375,274,212,108,161,328,493
ENSG00000176399,143,68,285,166,281,121,195,116,46,135,124,133,107
ENSG00000176401,39,41,33,49,55,66,40,81,74,59,49,118,132
ENSG00000176402,855,357,316,12,310,176,382,69,296,83,115,86,94
ENSG00000176406,223,156,124,118,180,114,147,187,233,71,40,80,131
ENSG00000176407,1793,1749,1934,2065,2045,1221,1843,1741,1425,1329,1887,1334,1345
ENSG00000176410,794,724,661,898,600,630,701,633,563,586,637,576,427
ENSG00000176422,717,706,955,1375,780,682,1117,1162,576,1268,949,1032,866
ENSG00000176428,62,110,42,60,33,34,57,52,138,34,60,55,97
ENSG00000176435,518,336,466,367,369,257,460,490,420,326,440,495,774
ENSG00000176438,278,532,272,165,226,398,340,431,557,234,530,277,439
ENSG00000176444,2779,3952,2694,3973,2165,3247,2647,4290,3867,2278,2845,2652,3099
ENSG00000176454,517,994,651,586,604,986,756,1442,1270,934,1156,1638,1181
ENSG00000176463,617,795,501,362,592,1090,762,1166,1157,1502,1449,1690,1083
ENSG00000176472,188,213,212,245,158,150,233,196,160,171,225,195,166
ENSG00000176473,254,318,430,455,319,262,349,327,217,356,401,242,175
ENSG00000176476,765,905,975,953,823,1211,774,1572,1136,1368,1442,1201,1117
ENSG00000176485,390,483,234,439,762,501,469,527,542,205,349,771,837
ENSG00000176490,293,269,244,320,164,115,252,116,124,50,194,45,149
ENSG00000176495,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176510,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176515,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000176531,711,945,911,1752,681,498,1053,495,703,578,622,506,500
ENSG00000176532,15,52,55,42,45,14,170,85,26,68,83,74,59
ENSG00000176533,608,720,775,450,587,690,558,821,718,624,1256,699,1006
ENSG00000176540,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176542,620,530,646,511,684,346,680,436,416,527,608,653,571
ENSG00000176547,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176555,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176563,914,402,520,693,951,577,913,558,423,534,613,827,729
ENSG00000176566,0,0,0,0,0,0,0,0,11,0,0,0,0
ENSG00000176567,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176571,0,0,5,0,0,0,1,0,0,0,0,0,0
ENSG00000176584,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000176593,138,255,230,413,163,214,230,340,218,299,300,301,162
ENSG00000176595,369,150,1097,228,518,336,781,216,58,191,212,175,296
ENSG00000176597,79,135,332,233,220,66,194,256,168,154,281,263,271
ENSG00000176601,6,21,0,7,0,21,9,3,15,0,5,0,0
ENSG00000176605,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176619,621,1231,784,1151,968,491,1171,1010,812,802,989,1070,961
ENSG00000176623,834,786,965,888,961,818,914,648,675,513,950,724,691
ENSG00000176624,521,473,682,511,644,468,684,545,667,497,939,719,766
ENSG00000176635,0,0,0,0,0,0,5,0,0,0,0,0,0
ENSG00000176641,287,227,359,212,302,239,371,354,167,548,406,540,424
ENSG00000176654,0,0,0,0,0,0,0,0,21,0,1,1,3
ENSG00000176658,1382,2573,2645,3137,1756,1444,2862,2099,1494,2061,2694,2711,2044
ENSG00000176659,4,13,0,4,2,64,5,0,24,34,11,5,2
ENSG00000176678,27,4,2,43,26,65,31,22,6,3,81,36,21
ENSG00000176679,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176681,334,385,222,875,583,243,253,472,374,270,1220,324,724
ENSG00000176692,21,26,2,26,3,21,11,34,10,14,16,46,29
ENSG00000176695,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000176697,50,64,159,82,149,82,128,121,58,179,258,167,173
ENSG00000176700,1682,2457,2093,2202,1704,1761,1891,2256,2136,2187,2398,2173,2363
ENSG00000176714,124,205,243,126,180,162,201,184,148,211,249,248,181
ENSG00000176715,586,1285,949,1426,755,458,1253,941,687,887,1141,763,988
ENSG00000176716,14,3,6,0,12,0,3,8,0,2,26,12,12
ENSG00000176720,1609,986,2354,1161,1537,1653,1456,1185,496,1357,1592,1178,1091
ENSG00000176723,28,71,77,59,41,48,52,117,166,126,127,92,96
ENSG00000176728,55,220,355,458,477,236,315,499,190,426,369,539,430
ENSG00000176731,3120,2174,1678,2157,2372,2249,2072,1874,2350,1610,1440,1464,1532
ENSG00000176732,14,10,7,4,22,13,5,9,28,16,7,18,15
ENSG00000176742,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176746,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176748,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176749,36,150,81,177,96,40,52,68,132,95,109,72,82
ENSG00000176752,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176753,2,14,36,37,37,19,38,37,12,57,42,17,31
ENSG00000176754,0,0,0,0,3,3,1,0,0,0,0,0,0
ENSG00000176761,6,1,0,1,3,14,15,4,3,0,8,22,1
ENSG00000176769,58,32,54,0,41,36,30,44,6,52,13,0,34
ENSG00000176771,124,151,80,142,77,96,121,92,184,22,71,52,103
ENSG00000176774,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176782,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176783,1213,1797,1591,1667,1725,1459,2284,2147,1826,1592,2122,1826,1967
ENSG00000176787,0,3,0,0,0,0,2,0,0,0,0,0,0
ENSG00000176788,5836,2822,7062,7444,2599,4596,2577,2182,1773,3222,2566,750,1491
ENSG00000176797,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000176798,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176809,1059,653,565,483,670,1302,513,478,842,673,916,306,414
ENSG00000176812,2,5,2,4,1,1,5,2,1,0,2,1,0
ENSG00000176826,113,183,183,152,129,105,181,280,163,149,187,214,251
ENSG00000176834,1180,961,715,1181,832,1131,797,1029,976,1101,1154,922,971
ENSG00000176840,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176842,232,75,151,183,156,91,154,208,76,281,330,378,264
ENSG00000176845,77,160,170,339,346,136,362,113,103,217,268,382,351
ENSG00000176853,225,281,304,213,375,187,413,223,229,212,252,272,278
ENSG00000176855,1,2,5,3,1,0,0,0,0,0,1,0,0
ENSG00000176857,2,1,3,0,5,19,8,17,6,9,8,18,17
ENSG00000176868,3530,4162,3619,4074,3450,2991,3662,5172,3975,3298,4631,3467,4049
ENSG00000176871,3626,2318,3026,3558,2471,1991,2505,1607,1292,1323,1955,1036,1140
ENSG00000176882,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176884,113,271,227,405,102,58,273,117,45,86,112,47,87
ENSG00000176887,11,6,0,5,0,1,2,11,2,2,1,3,0
ENSG00000176890,641,767,526,771,614,630,399,777,547,523,738,529,601
ENSG00000176893,2,0,0,0,7,0,6,0,7,0,0,0,0
ENSG00000176894,742,515,507,289,439,425,499,271,312,206,224,210,261
ENSG00000176895,74,68,120,27,15,60,89,8,39,10,8,0,7
ENSG00000176896,189,166,187,218,167,191,194,153,91,177,159,222,133
ENSG00000176900,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176903,634,1031,1615,528,2082,931,1902,1544,1191,1060,2033,2261,2659
ENSG00000176904,3,12,5,0,0,0,2,0,2,0,0,0,0
ENSG00000176907,257,177,308,497,306,276,334,167,209,121,213,266,275
ENSG00000176909,61,70,47,56,31,94,66,153,122,100,234,159,121
ENSG00000176912,83,43,104,53,40,50,69,63,25,31,40,36,41
ENSG00000176915,1695,1984,1592,1918,1760,1692,1727,1689,1751,1292,1924,1947,1515
ENSG00000176919,17,35,24,46,8,24,24,18,7,9,29,17,14
ENSG00000176920,20,148,364,38,266,38,196,320,176,146,205,446,224
ENSG00000176922,0,7,2,0,0,0,3,0,0,0,0,0,0
ENSG00000176923,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176925,0,0,0,6,0,0,4,0,1,0,0,0,0
ENSG00000176927,9,2,2,1,4,7,4,1,19,3,4,3,5
ENSG00000176928,38,46,18,22,52,143,36,17,112,40,147,92,80
ENSG00000176933,26,28,8,1,20,57,10,29,29,10,14,10,22
ENSG00000176945,464,1350,766,179,667,728,939,1195,1295,1636,1738,2057,1388
ENSG00000176946,2346,1811,2315,3059,1709,1659,2202,2275,1323,2149,2139,1439,1430
ENSG00000176951,0,3,3,0,0,0,3,4,0,0,0,0,0
ENSG00000176953,1071,1716,1511,1540,1127,1186,1657,1702,1369,1195,1517,2077,1867
ENSG00000176956,0,1,0,9,3,0,2,14,2,4,10,3,1
ENSG00000176970,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176971,761,637,111,279,600,899,945,420,656,1226,428,1031,757
ENSG00000176973,2836,2093,1835,2636,1434,2273,1373,2158,1591,1367,1938,975,1035
ENSG00000176974,465,714,858,509,523,601,790,1251,562,660,1120,1130,891
ENSG00000176978,2951,5009,3857,5510,3488,3736,3564,3189,3690,3632,3695,2683,2977
ENSG00000176979,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176984,0,0,0,0,0,0,9,1,0,0,4,0,6
ENSG00000176986,3925,4696,5647,8021,4033,2664,5515,4093,2704,3180,4545,3295,3082
ENSG00000176988,5,0,0,0,0,33,0,0,0,0,0,0,0
ENSG00000176994,1220,1896,1914,1552,1151,1125,1791,1323,1314,1589,1925,1361,1196
ENSG00000176998,22,28,19,8,22,7,19,38,8,54,46,72,28
ENSG00000177000,1283,2673,1929,1966,1391,1161,1716,1257,1802,721,1520,781,1302
ENSG00000177023,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177025,255,95,104,202,185,221,97,187,176,32,67,80,160
ENSG00000177030,1284,1150,1372,1631,1032,722,1327,965,729,837,1348,910,916
ENSG00000177034,231,321,491,356,567,455,584,314,258,457,587,641,614
ENSG00000177042,603,1031,958,964,914,509,958,1054,567,999,986,708,650
ENSG00000177045,732,1297,1415,1490,880,869,1110,1080,955,1356,1501,1232,1505
ENSG00000177047,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177051,279,820,585,779,421,248,515,482,375,519,741,642,455
ENSG00000177054,474,412,324,508,443,302,516,489,379,555,719,543,464
ENSG00000177058,191,235,274,222,314,293,245,268,233,181,287,242,382
ENSG00000177076,34,47,42,23,45,5,37,19,26,34,42,37,30
ENSG00000177082,1681,2519,2131,2306,1683,1670,1938,2247,2011,2156,2443,2208,2217
ENSG00000177084,939,1873,1375,1592,804,1113,1247,1685,1260,1070,1495,1066,1574
ENSG00000177096,238,277,410,729,361,176,361,342,117,279,350,241,274
ENSG00000177098,106,242,293,188,189,128,305,533,270,304,605,339,453
ENSG00000177103,3,37,18,0,5,30,17,114,49,43,203,59,48
ENSG00000177105,2041,2228,1950,1612,1998,2246,1895,2117,1786,1465,2398,1255,1402
ENSG00000177106,1518,3084,1986,3410,1812,1064,2832,2544,1180,2129,1845,2276,2323
ENSG00000177108,0,0,0,43,0,9,20,3,0,9,6,0,0
ENSG00000177112,8,28,22,35,28,32,31,35,31,19,62,26,28
ENSG00000177119,655,720,739,332,1042,1023,933,868,811,909,2362,1365,1602
ENSG00000177125,206,167,283,103,256,263,237,264,212,244,321,329,268
ENSG00000177133,30,26,28,0,2,16,14,65,10,7,38,22,47
ENSG00000177138,5,5,4,0,24,22,4,29,12,7,29,42,9
ENSG00000177143,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177144,169,80,207,60,78,51,373,66,40,106,164,75,98
ENSG00000177150,216,185,267,233,278,173,301,262,156,241,228,318,264
ENSG00000177151,0,0,0,0,0,0,0,0,0,0,5,0,0
ENSG00000177156,4922,3744,5360,5592,4351,4196,5306,3255,2451,3031,3533,2622,2608
ENSG00000177169,894,2306,1947,2646,1458,1107,1887,1769,1150,1575,2120,2178,2452
ENSG00000177173,5,12,2,4,1,0,5,0,0,0,2,1,1
ENSG00000177174,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177181,251,122,233,466,171,262,248,119,68,190,173,83,118
ENSG00000177182,151,325,259,122,400,361,352,360,464,433,389,688,566
ENSG00000177186,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177189,1958,971,1218,624,1117,1111,1611,843,959,1135,1392,961,1071
